Phrase,,Numeral Token,,Hexadecimal,,Binary
,,,,,,
hi,,[3686],,[E66],,[111001100110]
,,,,,,
:,,[25],,[19],,[11001]
,,,,,,
generate file,,"[36386, 1974] ",,"[8E22, 7B6] ",,"[1000111000100010, 11110110110]"
,,,,,,
add this file:,,"[964, 495, 1974, 25]",,"[3C4, 1EF, 7B6, 19]",,"[1111000100, 111101111, 111101111, 11001]"
,,,,,,
remove this file:,,"[4942, 495, 1974, 25]",,"[134E, 1EF, 7B6, 19]",,"[1001101001110, 111101111, 111101111, 11001]"
,,,,,,
list files,,"[2641, 6291]",,"[A51, 1893]",,"[101001010001, 1100010010011]"
,,,,,,
compile project,,"[42925, 2993]",,"[A7AD, BB1]",,"[1010011110101101, 101110110001]"
,,,,,,
run test,,"[12935, 1746]",,"[3287, 6D2]",,"11001010000111, 11011010010"
,,,,,,
deploy,,[103437],,[1940D],,[11001010000001101]
,,,,,,
show log:,,"[5526, 2142, 25]",,"[1596, 85E, 19]",,"[1010110010110, 100001011110, 11001]"
,,,,,,
create folder,,"[2537, 15610, 25]",,"[9E9, 3CFA,  19]",,"[100111101001, 11110011111010, 11001]"
,,,,,,
(),,[416],,[1A0],,[110100000]
,,,,,,
enumerate,,"[90985, 379]",,"[16369, 17B]",,"[10110001101101001, 101111011 ]"
,,,,,,
find,,[655],,[28F],,[1010001111]
,,,,,,
next,,[7311],,[1C8F],,[1110010001111]
,,,,,,
previous ,,[31068],,[795C],,[111100101011100]
,,,,,,
close,,[8722],,[2212],,[10001000010010]
,,,,,,
open,,[3843],,[F03],,[111100000011]
,,,,,,
array,,[3361],,[D21],,[110100100001]
,,,,,,
boolean,,[11141],,[2B85],,[10101110000101]
,,,,,,
integer,,[27378],,[6AF2],,[110101011110010]
,,,,,,
number,,[8096],,[1FA0],,[1111110100000]
,,,,,,
plus,,[11601],,[2D51],,[10110101010001]
,,,,,,
minus,,[80991],,[13C5F],,[10011110001011111]
,,,,,,
divide,,[128988],,[1F7DC],,[11111011111011100]
,,,,,,
multiply,,[134147],,[20C03],,[100000110000000011]
,,,,,,
function,,[2706],,[A92],,[101010010010]
,,,,,,
create ,,[2537],,[9E9],,[100111101001]
,,,,,,
send,,[11370],,[2C6A],,[10110001101010]
,,,,,,
receive,,"[9285, 3703]",,[2445],,[10010001000101]
,,,,,,
data,,[1074],,[432],,[10000110010]
,,,,,,
insert,,[14813],,[39DD],,[11100111011101]
,,,,,,
then,,[6273],,[1881],,[1100010000001]
,,,,,,
the,,[3086],,[C0E],,[110000001110]
,,,,,,
after,,[13181],,[337D],,[11001101111101]
,,,,,,
before,,[29615],,[73AF],,[111001110101111]
,,,,,,
during,,[153789],,[258BD],,[100101100010111101]
,,,,,,
while,,[7032],,[1B78],,[1101101111000]
,,,,,,
not,,[2878],,B3E,,[101100111110]
,,,,,,
cancel,,[36263],,[8DA7],,[1000110110100111]
,,,,,,
sleep,,[58978],,[E662],,[1110011001100010]
,,,,,,
upload,,[11292],,[2C1C],,[10110000011100]
,,,,,,
download,,[24220],,[5E9C],,[101111010011100]
,,,,,,
format,,[4078],,[FEE],,[111111101110]
,,,,,,
pipe to,,"[28017, 316]",,"[6D71, 13C]",,"[110110101110001, 100111100]"
,,,,,,
a,,[64],,[40],,[1000000]
,,,,,,
an,,[270],,[10E],,[100001110]
,,,,,,
provide,,[135542],,[21176],,[100001000101110110]
,,,,,,
please,,[48576],,[BDC0],,[1011110111000000]
,,,,,,
take in,,"[45924, 306]",,"[B364, 132]",,"[1011001101100100, 100110010]"
,,,,,,
permission,,[46099],,[B413],,[1011010000010011]
,,,,,,
level,,[6164],,[1814],,[1100000010100]
,,,,,,
shutdown,,[141112],,[3720],,[11011100100000]
,,,,,,
check,,[3416],,[D58],,[110101011000]
,,,,,,
again,,[71072],,[115A0],,[10001010110100000]
,,,,,,
search,,"[2624, 198]",,"[A40, C6]",,"[101001000000, 11000110]"
,,,,,,
for,,[1938],,[792],,[11110010010]
,,,,,,
address,,[6104],,[17D8],,[1011111011000]
,,,,,,
network,,[26724],,[6864],,[110100001100100]
,,,,,,
ping,,[20503],,[5017],,[101000000010111]
,,,,,,
random,,[22568],,[5828],,[101100000101000]
,,,,,,
generate,,[36386],,[8E22],,[1000111000100010]
,,,,,,
wave,,[55278],,[D7EE],,[1101011111101110]
,,,,,,
frequency,,[94799],,[1724F],,[10111001001001111]
,,,,,,
amplitude,,"[313, 52423]",,"[139, CCC7]",,"[100111001, 1100110011000111]"
,,,,,,
phase,,[39598],,[9AAE],,[1001101010101110]
 ,,,,,,
input,,[2586],,[A1A],,[101000011010]
,,,,,,
output,,[6130],,[17F2],,[1011111110010]
,,,,,,
discrete ,,"[4220, 12252]",,"[107C, 2FDC]",,"[10111111011100,1000001111100]"
,,,,,,
analog,,[131773],,[202BD],,[100000001010111101]
,,,,,,
import,,[561],,[231],,[1000110001]
,,,,,,
export,,[2474],,[9AA],,[100110101010]
,,,,,,
sound,,[59038],,[E69E],,[1110011010011110]
,,,,,,
image,,[3365],,[D25],,[110100100101]
,,,,,,
touch,,[47206],,[B866],,[1011100001100110]
,,,,,,
fix,,[11853],,[2E4D],,[10111001001101]
,,,,,,
update,,[4076],,[FEC],,[111111101100]
,,,,,,
upgrade,,[90294],,[160B6],,[10110000010110110]
,,,,,,
move,,[16366],,[3FEE],,[11111111101110]
,,,,,,
python,,[29010],,[7152],,[111000101010010]
,,,,,,
C,,[34],,[22],,[100010]
,,,,,,
++,,[1748],,[6CA],,[11011001010]
,,,,,,
java,,[12996],,[32C4],,[11001011000100]
,,,,,,
javascript,,[33086],,[813E],,[1000000100111110]
,,,,,,
css,,[11738],,[2DDA],,[10110111011010]
,,,,,,
html,,[2854],,[B26],,[101100100110]
,,,,,,
http://,,"[2903, 1684]",,"[B57,  694]",,"[101101010111, 11010010100]"
,,,,,,
store,,[8862],,[229E],,[10001010011110]
,,,,,,
execute,,[21458],,[53D2],,[10001010011110]
,,,,,,
domain,,[25106],,[6212],,[110001000010010]
,,,,,,
calculate,,[58453],,[E455],,[1110010001010101]
,,,,,,
configure,,[58856],,[E5E8],,[111010]
,,,,,,
view,,[1282],,[502],,[10100000010]
,,,,,,
average,,[33570],,[8322],,[1000001100100010]
,,,,,,
mean,,[17033],,[4289],,[100001010001001]
,,,,,,
median,,[123362],,[1E1E2],,[11110000111100010]
,,,,,,
distribution,,[169379],,[295A3],,[101001010110100011]
,,,,,,
INFO2,,"[16075, 17]",,"[3ECB, 11]",,"[11111011001011, 10001]"
,,,,,,
instance,,[11357],,[2C5D],,[10110001011101]
,,,,,,
loop,,[14294],,[37D6],,[10110001011101]
,,,,,,
include,,[1981],,[3675],,[111001011011]
,,,,,,
key,,[1898],,[295AD5BD2],,[11101101010]
,,,,,,
username,,[10659],,[29A3],,[10100110100011]
,,,,,,
password,,[7612],,[1DBC],,[1110110111100]
,,,,,,
user,,[1428],,[594],,[1001010010]
,,,,,,
passphrase,,"[9948, 55463]",,"[26DC, 879C7]",,"[10011011011100, 10000111100111000111]"
,,,,,,
seed,,[45692],,[B27C],,[1011001001111100]
,,,,,,
for every,,"[1938, 1753]",,"[792, 6D9]",,"[11110010010, 11011011001]"
,,,,,,
date,,[1319],,[527],,[1000001111]
,,,,,,
time,,[4580],,[11E4],,[1000111100100]
,,,,,,
1,,[16],,[10],,[10000]
,,,,,,
2,,[17],,[11],,[10001]
,,,,,,
3,,[18],,[12],,[10010]
,,,,,,
4,,[19],,[13],,[10011]
,,,,,,
5,,[20],,[14],,[10100]
,,,,,,
6,,[21],,[15],,[10101]
,,,,,,
7,,[22],,[16],,[10110]
,,,,,,
8,,[23],,[17],,[10111]
,,,,,,
9,,[24],,[18],,[11000]
,,,,,,
0,,[15],,[F],,[1111]
,,,,,,
null,,[5398],,[1516],,[1010100010110]
,,,,,,
argument,,"[1170, 84, 962]",,"[492, 54, 3C2]",,"[10010010010, 1010100, 1111000010]"
,,,,,,
void,,[1876],,[754],,[11101010100]
,,,,,,
*,,[9],,[9],,[1001]
,,,,,,
~,,[93],,[5D],,[1011101]
,,,,,,
!,,[!],,[0],,[0]
,,,,,,
#,,[2],,[2],,10
,,,,,,
%,,[4],,[4],,[100]
,,,,,,
^,,[61],,[3D],,111101
,,,,,,
_,,[62],,[3E],,[111110]
,,,,,,
;,,[26],,[1A],,[11010]
,,,,,,
|,,[91],,[5B],,[1011011]
,,,,,,
\,,[59],,[3B],,[111011]
,,,,,,
&,,[5],,[5],,[111011]
,,,,,,
@,,[31],,1F,,[11111]
,,,,,,
terminate,,[100055],,[186D7],,1.10000110110101E+016
,,,,,,
deliver,,[174887],,[2AB27],,[11100011]
,,,,,,
designate,,"[37069, 379]",,"[90CD, 17B]",,[1001000011001101]
,,,,,,
due,,[48770],,[BE82],,[1011111010000010]
,,,,,,
do ,,[2408],,[968],,[100101101000]
,,,,,,
power,,[22295],,[5717],,[101011100010111]
,,,,,,
supply,,"[82, 65249, 220]",,"[52, FEE1]",,"[1010010, 1111111011100001, 11011100]"
,,,,,,
monitor,,[59425],,[E821],,[1110100000100001]
,,,,,,
grant,,[98268],,[17FDC],,[10111111111011100]
,,,,,,
deny,,[193901],,[2F56D],,[101111010101101101]
,,,,,,
shift,,[27472],,[6B50],,[110101101010000]
,,,,,,
restart,,[115120],,[1C1B0],,[11100000110110000]
,,,,,,
pause,,[53888],,[83908],,[10000011100100001000]
,,,,,,
help,,[11283],,[2C13],,[10110000010011]
,,,,,,
error,,[1544],,[608],,[11000001000]
,,,,,,
resolve,,[31567],,[7B4F],,[111101101001111]
,,,,,,
resolution,,[129543],,[1FA07],,[11111101000000111]
,,,,,,
operating,,"[4990, 1365]",,"[137E, 555]",,"[1001101111110, 10101010101]"
,,,,,,
system,,[17360],,[43D0],,[100001111010000]
,,,,,,
kernel,,[55233],,[D7B7],,[1101011110110111]
,,,,,,
process,,[9139],,[23B3],,[10001110110011]
,,,,,,
thread,,[9817],,[2659],,[10011001011001]
,,,,,,
manager,,[23997],,[5DBD],,[101110110111101]
,,,,,,
local,,[5818],,[16BA],,[1011010111010]
,,,,,,
host,,[6328],,[18B8],,[1100010111000]
,,,,,,
external,,[55907],,[DA63],,[1101101001100011]
,,,,,,
internal,,[18891],,[49CB],,[100100111001011]
,,,,,,
windows,,[47935],,[BB3F],,[1011101100111111]
,,,,,,
linux,,[33153],,[8181],,[1011101100111111]
,,,,,,
mac,,[17793],,[4581],,[100010110000001]
,,,,,,
extract,,[53466],,[D0DA],,[100010110000001]
,,,,,,
cast,,[5223],,[1467],,[1010001100111]
,,,,,,
summon,,"[141249, 263]",,"[227C1, 107]",,"[100010011111000001, 100000111]"
,,,,,,
decrease,,"[613, 27550]",,"[265, 6B9E]",,"[1001100101, 110101110011110]"
,,,,,,
increase,,[148939],,[245CB],,[100100010111001011]
,,,,,,
by,,[2345],,[929],,[100100101001]
,,,,,,
bye,,[43571],,[AA33],,[1010101000110011]
,,,,,,
least,,[96926],,[17A9E],,[10111101010011110]
,,,,,,
greatest,,"[67530, 376]",,[107CA],,[10000011111001010]
,,,,,,
<,,[27],,[1B],,[11011]
,,,,,,
>,,[29],,[1D],,[11101]
,,,,,,
zone,,[13032],,[32E8],,[11001011101000]
,,,,,,
column,,[9380],,[32E8],,[10010010100100]
,,,,,,
row,,[843],,[34B],,[1101001011]
,,,,,,
area,,[7502],,[1D4E],,[1110101001110]
,,,,,,
length,,[7914],,[1EEA],,[1111011101010]
,,,,,,
width,,[6015],,[177F],,[1011101111111]
,,,,,,
height,,[5097],,[13E9],,[1001111101001]
,,,,,,
angle,,[7140],,[1BE4],,[1101111100100]
,,,,,,
trajectory,,[128034],,[1F422],,[11111010000100010]
,,,,,,
velocity,,[30959],,[78EF],,[111100011101111]
,,,,,,
gravity,,[161319],,[27627],,[100111011000100111]
,,,,,,
force,,[13687],,[3577],,[11010101110111]
,,,,,,
speed,,[42880],,[A780],,[1010011110000000]
,,,,,,
;,,"[613, 158613, 379]",,"[265, 26B95, 17B ]",,"[1001100101, 100110101110010101, 101111011]"
,,,,,,
accelerate,,"[3717, 76262, 379]",,[E85],,"[111010000101, 10010100111100110]"
,,,,,,
variable,,[19827],,[4D73],,[100110101110011]
,,,,,,
global,,[11849],,[2E49],,[10111001001001]
,,,,,,
constant,,[60706],,[ED22],,[1110110100100010]
,,,,,,
static,,[4267],,[10AB],,[1000010101011]
,,,,,,
self.init,,"[1156, 13909]",,"[484, 3655]",,"[1000010101011, 11011001010101]"
,,,,,,
freeze,,[116980],,[1C8F4],,[11100100011110100]
,,,,,,
command,,[10489],,[28F9],,[10100011111001]
,,,,,,
line,,[1137],,[471],,[10001110001]
,,,,,,
integrate,,"[69966, 379]",,[1114E],,[10001000101001110]
,,,,,,
distribution,,[169379],,[295A3],,[101001010110100011]
,,,,,,
keep,,[20997],,[5205],,[101001000000101]
,,,,,,
layer,,[19730],,[4D12],,[S100110100010010]
,,,,,,
hertz,,"[71, 89683]",,"[47, 15E53]",,"[1000111, 10101111001010011]"
,,,,,,
megahertz,,"[57434, 849, 89683]",,"[E05A, 351, 15E53]",,"[1110000001011010, 101011111, 10101111001010011]"
,,,,,,
gigahertz,,"[194363, 849, 89683]",,"[2F73B, 351, 15E53]",,"[101111011100111011, 101011111, 10101111001010011]"
,,,,,,
voltage,,"[2978, 34385]",,"[BA2, 8651 ]",,"[101110100010, 1000011001010001]"
,,,,,,
amps,,[13580],,[350C],,[11010100001100]
,,,,,,
current,,[5804],,[16AC],,[1011010101100]
,,,,,,
ohm,,"[2308, 76]",,"[904, 4C]",,"[100100000100, 1001100 ]"
,,,,,,
buad rate,,"[9936, 324, 6251]",,"[26D0, 144, 186B]",,"[10011011010000, 101000100, 1100001101011]"
,,,,,,
uart,,[49149],,[49149],,[1011111111111101]
,,,,,,
sample,,[28434],,[6F12],,[110111100010010]
,,,,,,
size,,[4461],,[116D],,[1000101101101]
,,,,,,
sign,,[14677],,[3955],,[11100101010101]
,,,,,,
ascii,,[91813],,[166A5],,[10110011010100101]
,,,,,,
wave,,[55278],,[D7EE],,[1101011111101110]
,,,,,,
.com,,[1136],,[470],,[10001110000]
,,,,,,
.net,,[7001],,[1B59],,[1101101011001]
,,,,,,
.io,,[6249],,[1869],,[1100001101001]
,,,,,,
.org,,[4519],,[11A7],,[1000110100111]
,,,,,,
.gov,,[22493],,[57DD],,[1000110100111]
,,,,,,
.eu,,[48530],,[BD92],,[1011110110010010]
,,,,,,
black,,[18474],,[482A],,[100100000101010]
,,,,,,
white,,[9988],,[2704],,[10011100000100]
,,,,,,
red ,,[1291],,[50B],,[10100001011]
,,,,,,
blue,,[18789],,[4965],,[100100101100101]
,,,,,,
yellow,,[60139],,[EAEB],,[1110101011101011]
,,,,,,
purple,,[122477],,[1DE6D],,[11101111001101101]
,,,,,,
green,,[22743],,[58D7],,[101100011010111]
,,,,,,
orange,,[65681],,[10091],,[10000000010010001]
,,,,,,
brown,,[152168],,[25268],,[100101001001101000]
,,,,,,
grey,,[71129],,[115D9],,[10001010111011001]
,,,,,,
ignore,,[25112],,[6218],,[110001000011000]
,,,,,,
confirm,,[25464],,[6378],,[110001101111000]
,,,,,,
count,,[5420],,[152C],,]1010100101100]
,,,,,,
hold,,[7842],,[1EA2],,[1111010100010]
,,,,,,
directory,,[53686],,[D1B6],,[1101000110110110]
,,,,,,
 memory,,[37835],,[93CB],,[1001001111001011]
,,,,,,
drive,,[54384],,[D470],,[1101010001110000]
,,,,,,
disc,,[85963],,[14FCB],,[10100111111001011]
,,,,,,
word,,[1801],,[709],,[11100001001]
,,,,,,
words,,[10020],,[2724],,[10011100100100]
,,,,,,
phrase,,[55463],,[D8A7],,[1101100010100111]
,,,,,,
instruction,,[125908],,[1EBD4],,[11110101111010100]
,,,,,,
slava,,"[4500, 1093]",,"[1194, 445]",,"[1000110010100, 10001000101]"
,,,,,,
index,,[2257],,8D1,,[100011010001]
,,,,,,
codex,,"[38134, 490]",,[94F6],,1001010011110110
,,,,,,
table ,,[4202],,[106A],,[1000001101010]
,,,,,,
glossary,,"[3607, 2907, 815]",,"[E17, B5B, 32F]",,"[111000010111, 101101011011, 1100101111]"
,,,,,,
dictionary,,[81947],,[1401B],,[10100000000011011]
,,,,,,
Hz,,[18780],,32F,,[100100101011100]
,,,,,,
MHz,,[77140],,[12D54],,[10010110101010100]
,,,,,,
GHz,,[81534],,[13E7E],,[10011111001111110]
,,,,,,
assign,,[14297],,[37D9],,[11011111011001]
,,,,,,
mitigate,,"[2765, 164052]",,"[ACD, 280D4 ]",,"[101011001101, 101000000011010100]"
,,,,,,
migrate,,"[76, 65234]",,"[4C, FED2]",,"[1001100, 1111111011010010]"
,,,,,,
make,,[14172],,[375C],,[11011101011100]
,,,,,,
mine,,[48740],,[BE64],,[1011111001100100]
,,,,,,
stake,,[199402],,[30AEA],,[110000101011101010]
,,,,,,
collect,,[25670],,[6446],,[110010001000110]
,,,,,,
buy,,[30564],,[7764],,[111011101100100]
,,,,,,
sell,,[63374],,[F78E],,[1111011110001110]
,,,,,,
order,,[2143],,[85F],,[101001110111010]
,,,,,,
magnitude,,"[76, 67121]",,"[4C, 10631]",,"[1001100, 10000011000110001]"
,,,,,,
exponent,,"[490, 1758]",,"[1EA, 6DE]",,"[111101010, 11011011110]"
,,,,,,
exponential,,"[490, 113908]",,"[1EA, 1BCF4]",,"[111101010, 11011110011110100]"
,,,,,,
grep,,[81938],,[14012],,[10100000000010010]
,,,,,,
egrep,,"[1207, 17407]",,"[4B7, 43FF]",,[10010110111]
,,,,,,
bash,,[103423],,[193FF],,[11001001111111111]
,,,,,,
powershell,,"[172083, 10844]",,"[2A033, 2A5C]",,"[101010000000110011, "
,,,,,,
unix,,[135838],,[2129E],,[100001001010011110]
,,,,,,
dos,,[33352],,[8248],,[1000001001001000]
,,,,,,
gnu,,[99210],,[1838A],,[11000001110001010]
,,,,,,
gnu+linux,,"[99210, 10, 33153]",,"[1838A, A,  8181  ]",,"11000001110001010, 1010, 1000000110000001]"
,,,,,,
cmd,,[18804],,[4974],,[100100101110100]
,,,,,,
serial,,[14131],,[3733],,[11011100110011]
,,,,,,
active,,[5039],,[13AF],,[1001110101111]
,,,,,,
passive,,"[9948, 585]",,"[26DC, 249]",,"[10011011011100, 1001001001]"
,,,,,,
compute,,[54521],,[D4F9],,[1101010011111001]
,,,,,,
capitalize,,[181464],,[2C4D8],,[101100010011011000]
,,,,,,
flow,,[7571],,[1D93],,[1110110010011]
,,,,,,
alpha,,[15453],,3C5D,,[11110001011101]
,,,,,,
liquid,,"[1307, 70047]",,"[51B, 1119F]",,"[51B, 1119F]"
,,,,,,
gas,,[22970],,[597B],,[101100110111010]
,,,,,,
matter,,[128330],,[1F54A],,[11111010101001010]
,,,,,,
plasma,,"[528, 30426]",,[210],,"[1000010000, 111011011111000]"
,,,,,,
energy,,[33546],,[830A],,[1000001010110000]
,,,,,,
reaction,,[132769],,[206A1],,[100000011010100001]
,,,,,,
chemical,,[81779],,[13F73],,[10011110100011011]
,,,,,,
electric,,[101672],,[18D28],,[11000110100101000]
,,,,,,
electricity,,"[101672, 536]",,"[18D28, 218]",,"11000110100101000, 1000011000]"
,,,,,,
scalar,,[76256],,[129E0],,[10010100111100000]
,,,,,,
cell,,[10936],,[2AB8],,[10101010111000]
,,,,,,
atom,,[24275],,[5ED3],,[101111011010011]
,,,,,,
content,,[3252],,[CB4],,[110010110100]
,,,,,,
circuit,,"[66, 29102]",,"[42, 71AE]",,"1000010, 111000110101110]"
,,,,,,
band,,[7982],,[1F2E],,[1111100101110]
,,,,,,
bandwidth,,"[7982, 6015]",,"[1F2E, 177F]",,"[1111100101110, 1011101111111]"
,,,,,,
encode,,[12949],,[3295],,[11001010010101]
,,,,,,
encoding,,[32028],,[7D1C],,[111110100011100]
,,,,,,
scheme,,[103549],,[1947D],,[11001010001111101]
,,,,,,
reserve,,[109918],,[1AD5E],,[11010110101011110]
,,,,,,
search,,[2624],,[A40],,[101001000000]
,,,,,,
play,,[2003],,[7D3],,[11111010011]
,,,,,,
file,,[2318],,[90E],,[100100001110]
,,,,,,
computer,,[76982],,[12CB6],,[10010110010110110]
,,,,,,
device,,[12404],,[3074],,[11000001110100]
,,,,,,
tool,,[17952],,[4620],,[100011000100000]
,,,,,,
efficiency,,"[58, 18438, 6283, 60]",,"[3A, 4806, 188B, 3C ]",,"[111010, 100100000000110, "
,,,,,,
language,,[25785],,[64B9],,[110010010111001]
,,,,,,
sector,,[75125],,[12575],,[10011000100101101]
,,,,,,
token,,[10346],,[19420],,[10100001101010]
,,,,,,
block,,[6230],,[1856],,[1100001010110]
,,,,,,
shape,,[25343],,[62FF],,[110001011111111]
,,,,,,
parallel,,[118027],,[1CD0B],,[11100110100001011]
,,,,,,
In-series,,"[258, 107287]",,[102],,"[100000010, 11010001100010111]"
,,,,,,
perpendicular,,"[543, 119166]",,[1A317],,"[1000011111, 11101000101111110]"
,,,,,,
acute,,[31898],,[7C9A],,[111110010011010]
,,,,,,
obtuse,,"[172737, 1821]",,"[2A2C1, 714]",,"[172737, 11100011101]"
,,,,,,
script,,[4822],,[12D6],,[1001011010110]
,,,,,,
program,,[20298],,[4F4A],,[100111101001010]
,,,,,,
execution,,[112579],,[1B7C3],,[11011011111000011]
,,,,,,
artifact,,[135797],,[21275],,[100001001001110101]
,,,,,,
talk,,[62811],,[F55B]],,[1111010101011011]
,,,,,,
tmp,,[11669],,[2D95],,[10110110010101]
,,,,,,
trash,,[154724],,[25C64],,[100101110001100100]
,,,,,,
recycle,,"[264, 24879]",,"[108, 60D5]",,"[100001000, 110000100101111]"
,,,,,,
bin,,[11893],,[2E75],,[10111001110101]
,,,,,,
session,,[11854],,[2E4E],,[10111001001110]
,,,,,,
binary,,[57009],,[DEB1],,[1101111010110001]
,,,,,,
hexadecimal,,"[22803, 133036]",,"[5913,  207AC]",,"101100100010011, 100000011110101100]"
,,,,,,
compare,,[27773],,[6C7D],,[110110001111101]
,,,,,,
collide,,"[20292, 617]",,"[4F44, 269]",,"[100111101000100, 1001101001]"
,,,,,,
coin,,[10126],,[278E],,[10011110001110]
,,,,,,
particle,,[84599],,[14A77],,[10100101001110111]
,,,,,,
engram,,"[882, 4829]",,"[372, 12DD]",,"[1101110010, 1001011011101]"
,,,,,,
encode,,[12949],,[3295],,[11001010010101]
,,,,,,
decode,,[44196],,[ACA4],,[1010110010100100]
,,,,,,
message,,[3938],,[F62],,[111101100010]
,,,,,,
voice,,[11894],,[2E76],,[10111001110110]
,,,,,,
connection,,[15986],,[3E72],,[11100010010111000]
,,,,,,
connect,,[9291],,[244B],,[10010001001011]
,,,,,,
disconnect,,[110097],,[1AE11],,[11010111000010001]
,,,,,,
lost,,[93290],,[16C6A],,[10110110001101010]
,,,,,,
server,,[5282],,[14A2],,[1010010100010]
,,,,,,
cloud,,[21616],,[5470],,[101010001110000]
,,,,,,
neuron,,"[611, 46413]",,"[263, B54D]",,"[1001100011, 1011010101001101]"
,,,,,,
beta,,[33703],,[83A7],,[1000001110100111]
,,,,,,
pi,,[3455],,[D7F],,[110101111111]
,,,,,,
omega,,[75350],,[12656],,[10010011001010110]
,,,,,,
cause,,[91326],,[164BE],,[10110010010111110]
,,,,,,
effect,,[50663],,[C5E7],,[1100010111100111]
,,,,,,
overlap,,"[2898, 23092]",,"[B52, 5A34] ",,"[101101010010, 101101000110100]"
,,,,,,
precision,,[56937],,[DE69],,[1101111001101001]
,,,,,,
theta,,[57853],,[E1FD],,[1110000111111101]
